entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0269,RIMAES,Maldonado,PIRIAPOLIS CIUDAD DE LA,DEFENSA ESQ. URQUIZA,DEFENSA ESQ. URQUIZA,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,091/2022,2022,2022,2022,1,1,-34.8573321,-55.2847522,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0270,SAN MIGUEL,Maldonado,MALDONADO,BOANES Y MAPUCHE S/N,BOANES Y MAPUCHE,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,059/2022,2022,2022,2022,1,1,-34.8785653,-54.931591,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0271,Segunda Familia,Maldonado,,Nelson Feria S/N,Nelson Feria,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,018/2017,2017,2017,2017,1,1,-34.8892224,-54.9741842,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0272,TOURMALINE,Maldonado,PIRIAPOLIS,Uruguay 906,Uruguay,906,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,053/2023,2023,2023,2023,1,1,-34.8712274,-55.273674,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0273,Abras,Montevideo,Montevideo,Gral. Enrique Martínez 2269,Gral. Enrique Martínez,2269,,24817025,,,,Certificado Social MIDES,False,True,True,False,1,034/2022,2022,2022,2024-07-15,2,2,-34.87161,-56.1667868,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0274,ABUELA CHACHI,Montevideo,MONTEVIDEO,MARCONI 1500,MARCONI,1500,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,049/2022,2022,2022,2022,1,1,-34.8268899,-56.2050137,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0275,Abuela Dominga,Montevideo,Montevideo,Perdro Bustamante 1721,Perdro Bustamante,1721,9,,residenciaadominga@gmail.com,,,Habilitación final MSP,True,False,True,False,1,056/2023,2023,2023,2026-06-30,2,2,-34.8536979,-56.1786231,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0276,Abuela Julia II,Montevideo,Montevideo,Geronimo Piccioli 2875,Geronimo Piccioli,2875,,25140216,,,,Certificado Social MIDES,False,True,True,False,3,"055/2019, 105/2020, 093/2021",2019,2021,2024-07-15,4,2,-34.8580137,-56.1342051,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0277,Abuela Lala,Montevideo,,Blanes 1125,Blanes,1125,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,017/2019,2019,2019,2019,1,1,-34.9088771,-56.1719346,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0278,Acompaña Residenciales,Montevideo,Montevideo,Francisco Bauzá 3372,Francisco Bauzá,3372,45,,anamiakits@gmail.com,,,Habilitación final MSP,True,False,True,False,1,031/2023,2023,2023,2026-06-30,2,2,-34.9005969,-56.1420526,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0279,Agee II,Montevideo,Montevideo,Bulevar Artigas 4101,Bulevar Artigas,4101,34,,rodrigoboibo@hotmail.com,,,Habilitación final MSP,True,False,False,False,0,,,,2026-06-30,1,1,-34.8718467,-56.1940955,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf""]"
ELP-0280,Aguas de Reposo,Montevideo,Montevideo,Avenida Italia 6527,Avenida Italia,6527,18,26040203 | 26040203 – 099732263,aguasdereposo2019@gmail.com,MICA RESIDENCIALES LTDA.,21 852423 0019,Habilitación final MSP,True,True,True,True,2,"059/2018, 130/2019",2018,2019,2026-06-30,5,4,-34.8777443,-56.0668672,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/sistema-cuidados/comunicacion/comunicados/programa-apoyo-cuidado-permanente-pacp"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0281,AIRES DE CARRASCO,Montevideo,MONTEVIDEO,Av. Italia 7090,Av. Italia,7090,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"031/2019, 015/2023",2019,2023,2023,2,1,-34.8773134,-56.0539897,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0282,Aires Del Parque,Montevideo,Montevideo,Pedro Campbell 1527,Pedro Campbell,1527,,27080512 – 099173409,,,,Certificado Social MIDES,False,True,True,False,1,042/2022,2022,2022,2024-07-15,2,2,-34.8990827,-56.1608035,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0283,Aires del Prado,Montevideo,Montevideo,Alejandro Fiol De Pereda 1102,Alejandro Fiol De Pereda,1102,,22009025,,,,Certificado Social MIDES,False,True,True,False,1,043/2022,2022,2022,2024-07-15,2,2,-34.8757807,-56.1960027,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0284,Aitana SA,Montevideo,,Bvar Artigas 1308 - Mdeo,Bvar Artigas,1308 - Mdeo,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,080/2018,2018,2018,2018,1,1,-34.8728004,-56.1705408,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0285,Residencial Albas de Otoño,Montevideo,Montevideo,Tristan Narvaja 1622,Tristan Narvaja,1622,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"068/2018, 081/2020",2018,2020,2020,2,1,-34.9003503,-56.178432,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0286,Alborada,Montevideo,Montevideo,H. Gutiérrez Ruiz 1223,H. Gutiérrez Ruiz,1223,13,29028951,carlaibarra042@gmail.com,,,Habilitación final MSP,True,True,True,False,2,"074/2018, 139/2019",2018,2019,2026-06-30,4,3,-34.8796333,-56.176036,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0287,Alborada,Montevideo,Montevideo,Jaime Cibils 2454,Jaime Cibils,2454,,24838092,,,,Certificado Social MIDES,False,True,True,False,1,111/2022,2022,2022,2024-07-15,2,2,-34.8812256,-56.1609526,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0288,Alborada,Montevideo,Montevideo,Martin C. Martínez 2593,Martin C. Martínez,2593,10,S/D,,,,Habilitación final MSP,True,True,True,False,1,045/2023,2023,2023,2026-06-30,3,3,-34.8813103,-56.1745699,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0289,Allegra,Montevideo,Montevideo,Clemente Pradines 1775,Clemente Pradines,1775,,26832033,,,,Certificado Social MIDES,False,True,True,False,1,053/2020,2020,2020,2024-07-15,2,2,-34.8807552,-56.0512419,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0290,Altos de Bulevard,Montevideo,Montevideo,Bulevar Artigas 2188,Bulevar Artigas,2188,20,,residencial.altosdeboulevar@hotmail.com,,,Habilitación final MSP,True,False,True,False,1,122/2022,2022,2022,2026-06-30,2,2,-34.8871719,-56.1655929,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0291,Altos de Carrasco,Montevideo,Montevideo,Camino Carrasco 6996,Camino Carrasco,6996,12,26004979 / 092644122,altosdecarrascoresidencial@gmail.com,,,Habilitación final MSP,True,True,True,False,1,022/2021,2021,2021,2026-06-30,3,3,-34.8704415,-56.0717709,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0292,Altos De La Paz,Montevideo,Montevideo,Cno. A La Cuchilla Pereira 5290,Cno. A La Cuchilla Pereira,5290,,23201945,,,,Certificado Social MIDES,False,True,True,False,1,010/2023,2023,2023,2024-07-15,2,2,-34.7468856,-56.1994946,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0293,Altos del Parque II,Montevideo,Montevideo,Americo Ricaldoni 1716,Americo Ricaldoni,1716,15,26227424,altosdelparque@gmail.com,,,Habilitación final MSP,True,True,True,False,1,035/2022,2022,2022,2026-06-30,3,3,-34.8970604,-56.1511437,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0294,Altos de Ponce,Montevideo,,Luis Ponce 1319,Luis Ponce,1319,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,117/2018,2018,2018,2018,1,1,-34.9037887,-56.162278,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0295,Altos Del Centro,Montevideo,Montevideo,Yí 1363,Yí,1363,35,29046771,ryaltoscentro@gmail.com,,,Habilitación final MSP,True,False,True,False,1,049/2018,2018,2018,2026-06-30,2,2,-34.9055324,-56.1892409,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0296,Altos del Parque,Montevideo,Montevideo,Américo Ricaldoni 1748,Américo Ricaldoni,1748,20,26231229,raltosdelparque@gmail.com,,,Habilitación final MSP,True,True,True,False,1,154/2019,2019,2019,2026-06-30,3,3,-34.8965096,-56.1508281,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0297,Amanda I,Montevideo,Montevideo,Guillermo Tell 3888,Guillermo Tell,3888,11,22047030,njss_13@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,166/2019,2019,2019,2026-06-30,3,3,-34.8621262,-56.1801911,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0298,Amanda II,Montevideo,Montevideo,Millan 3600,Millan,3600,12,23377084,hjss_13@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,032/2020,2020,2020,2026-06-30,3,3,-34.8612129,-56.1941378,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0299,Amanecer,Montevideo,,Rivera 4837,Rivera,4837,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,101/2018,2018,2018,2018,1,1,-34.8909109,-56.1046558,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0300,Residencial Ángeles,Montevideo,Montevideo,Guaná 2015,Guaná,2015,22,24010149,residencialangeles11@gmail.com,,,Habilitación final MSP,True,True,True,False,1,109/2022,2022,2022,2026-06-30,3,3,-34.9051571,-56.1718433,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0301,Años Luz,Montevideo,Montevideo,Juan Paullier 1330,Juan Paullier,1330,,96698169,,,,Certificado Social MIDES,False,True,True,False,1,107/2022,2022,2022,2024-07-15,2,2,-34.9035293,-56.1677453,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0302,Años Luz SRL,Montevideo,,Inca 1886,Inca,1886,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,064/2019,2019,2019,2019,1,1,-34.8938585,-56.177385,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0303,Antares,Montevideo,Montevideo,Bulevar Artigas 1308,Bulevar Artigas,1308,27,,residencial.antares@hotmail.com,,,Habilitación final MSP,True,False,False,False,0,,,,2026-06-30,1,1,-34.9034454,-56.1642492,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf""]"
ELP-0304,Residencial Apart Hotel,Montevideo,Montevideo,Mateo Vidal 3328,Mateo Vidal,3328,24,24814403 / 098890232,residenciallowe@gmail.com,,,Habilitación final MSP,True,True,True,False,1,013/2023,2023,2023,2026-06-30,3,3,-34.8817653,-56.1479872,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
